kind	size_bytes	sha256	snapshot_path	source
bridge_job_file	140824	d44b831c875f148678433a164d45a4b9621719a1c71da2839fe2f33276e92641	data_git_20260512/nv_bridge/done/nv23_image231924_c01_weak_podmr_20260512_004207_image231924_c01_weak_podmr_20260512_0039_execute/matlab_command_window.log	<NV_BRIDGE_ROOT>/done/nv23_image231924_c01_weak_podmr_20260512_004207_image231924_c01_weak_podmr_20260512_0039_execute/matlab_command_window.log
bridge_job_file	15352	0b745999e2b528046b1361533cd5d940295026baa54060f6d770a7bcdb7918d9	data_git_20260512/nv_bridge/done/nv23_image231924_c01_weak_podmr_20260512_004207_image231924_c01_weak_podmr_20260512_0039_execute/result.json	<NV_BRIDGE_ROOT>/done/nv23_image231924_c01_weak_podmr_20260512_004207_image231924_c01_weak_podmr_20260512_0039_execute/result.json
bridge_job_file	2984	b52b40548ab606b39a00603c6238707e1f40b0ed7375e945679ce59a909a25e7	data_git_20260512/nv_bridge/done/nv23_image231924_c01_weak_podmr_20260512_004207_image231924_c01_weak_podmr_20260512_0039_execute/status.json	<NV_BRIDGE_ROOT>/done/nv23_image231924_c01_weak_podmr_20260512_004207_image231924_c01_weak_podmr_20260512_0039_execute/status.json
bridge_job_file	2056	4364a333156e6138e6528fdb410335fc1152584a81c8629dc56dd9fce1bae96d	data_git_20260512/nv_bridge/failed/nv23_pulsed_odmr_rabimodulated_v1_20260511_234117_pulsed_odmr_rabimodulated_v1/bridge.log	<NV_BRIDGE_ROOT>/failed/nv23_pulsed_odmr_rabimodulated_v1_20260511_234117_pulsed_odmr_rabimodulated_v1/bridge.log
bridge_job_file	349	4a7149d3134d653be4c7d787cbea8be5573c54492aa17988eb2aa92b7ed4780a	data_git_20260512/nv_bridge/failed/nv23_pulsed_odmr_rabimodulated_v1_20260511_234117_pulsed_odmr_rabimodulated_v1/control.json	<NV_BRIDGE_ROOT>/failed/nv23_pulsed_odmr_rabimodulated_v1_20260511_234117_pulsed_odmr_rabimodulated_v1/control.json
bridge_job_file	3988	fc6661daea8aeb3c9abe3550faa45cb30e878ebc4d276c952d9ef86096a61350	data_git_20260512/nv_bridge/failed/nv23_pulsed_odmr_rabimodulated_v1_20260511_234117_pulsed_odmr_rabimodulated_v1/job.json	<NV_BRIDGE_ROOT>/failed/nv23_pulsed_odmr_rabimodulated_v1_20260511_234117_pulsed_odmr_rabimodulated_v1/job.json
bridge_job_file	397	f226b2bd9e8431b920de0c5836afa81dc10264b591eb4b50093663fc8a1eb1bd	data_git_20260512/nv_bridge/failed/nv23_pulsed_odmr_rabimodulated_v1_20260511_234117_pulsed_odmr_rabimodulated_v1/matlab_command_window.log	<NV_BRIDGE_ROOT>/failed/nv23_pulsed_odmr_rabimodulated_v1_20260511_234117_pulsed_odmr_rabimodulated_v1/matlab_command_window.log
bridge_job_file	9624	35899a40dec5a69cdd0e8130616968bab717caf05c010b10db1b216607c2b4e5	data_git_20260512/nv_bridge/failed/nv23_pulsed_odmr_rabimodulated_v1_20260511_234117_pulsed_odmr_rabimodulated_v1/result.json	<NV_BRIDGE_ROOT>/failed/nv23_pulsed_odmr_rabimodulated_v1_20260511_234117_pulsed_odmr_rabimodulated_v1/result.json
bridge_job_file	1952	da13b2a7ee110e10b5c761824fec9026ec65c6fea33832f6e0d4b3f6d025df59	data_git_20260512/nv_bridge/failed/nv23_pulsed_odmr_rabimodulated_v1_20260511_234117_pulsed_odmr_rabimodulated_v1/status.json	<NV_BRIDGE_ROOT>/failed/nv23_pulsed_odmr_rabimodulated_v1_20260511_234117_pulsed_odmr_rabimodulated_v1/status.json
matlab_project_file	44035	a2eeec56cbaa5aefbe22278838648b398e62bc941e51232fa619f18d54418ac8	data_git_20260512/matlab_23C/SavedImages/3DXYZ-Image-2026-05-11-231924.mat	<MATLAB_23C_ROOT>/SavedImages/3DXYZ-Image-2026-05-11-231924.mat
matlab_project_file	3423	349664d2b427d59de66ccaa5e2d47e203777567898f12ad05fe318e689431099	data_git_20260512/matlab_23C/SavedSequences/SavedSequences-AWG/Rabimodulated.xml	<MATLAB_23C_ROOT>/SavedSequences/SavedSequences-AWG/Rabimodulated.xml
matlab_project_file	2170	81bb8b161ac17a88da3067c22a0c6de8525d715d668b994544781fed2bc29d3c	data_git_20260512/matlab_23C/SavedSequences/SavedSequences-AWG/ramsey.xml	<MATLAB_23C_ROOT>/SavedSequences/SavedSequences-AWG/ramsey.xml
matlab_project_file	14657	dda8a27ebb654c865ecacf2a0e796f974a1ac0880c21761e6664a2b5b04cecc7	data_git_20260512/matlab_23C/claw/sequence_manifests/staging/pulsed_odmr_rabimodulated_v1.json	<MATLAB_23C_ROOT>/claw/sequence_manifests/staging/pulsed_odmr_rabimodulated_v1.json
matlab_project_file	13178	debc310b66ee87c3c6a6b5230b6da968bf23168043a5e48ac2289cc812bba03b	data_git_20260512/matlab_23C/claw/sequence_manifests/validated/auto__ramsey.json	<MATLAB_23C_ROOT>/claw/sequence_manifests/validated/auto__ramsey.json
matlab_project_file	5943	11e18a2525752c91410ffd3d7da2abe389c38f461700ec9c5d8a7a054cd432f5	data_git_20260512/matlab_23C/savedexperiments/NV1/1DExp-seq-Rabimodulated-vary-mw_freq-2026-05-12-000634.mat	<MATLAB_23C_ROOT>/savedexperiments/NV1/1DExp-seq-Rabimodulated-vary-mw_freq-2026-05-12-000634.mat
matlab_project_file	6338	42a61beea942755e45180613ae37bb3de235c423e053a9952d77a0486b2bad7f	data_git_20260512/matlab_23C/savedexperiments/NV1/1DExp-seq-Rabimodulated-vary-mw_freq-2026-05-12-004529.mat	<MATLAB_23C_ROOT>/savedexperiments/NV1/1DExp-seq-Rabimodulated-vary-mw_freq-2026-05-12-004529.mat
matlab_project_file	5579	3c4daede5db06db98b53c11e2727ce38fe4fc968148d1a6d97a07a7737063091	data_git_20260512/matlab_23C/savedexperiments/NV1/1DExp-seq-Rabimodulated-vary-mw_freq-2026-05-12-025521.mat	<MATLAB_23C_ROOT>/savedexperiments/NV1/1DExp-seq-Rabimodulated-vary-mw_freq-2026-05-12-025521.mat
matlab_project_file	9031	597f4bab0eb972d1286a66a592855b097542d0800eda4b304b631888a751198e	data_git_20260512/matlab_23C/savedexperiments/NV1/1DExp-seq-ramsey-vary-tau-2026-05-12-012318.mat	<MATLAB_23C_ROOT>/savedexperiments/NV1/1DExp-seq-ramsey-vary-tau-2026-05-12-012318.mat
matlab_project_file	11217	7c70fea465e152d99cb1a60a44d61427d699b51c2c00e99f26b747de095c7d5f	data_git_20260512/matlab_23C/savedexperiments/NV1/1DExp-seq-ramsey-vary-tau-2026-05-12-032449.mat	<MATLAB_23C_ROOT>/savedexperiments/NV1/1DExp-seq-ramsey-vary-tau-2026-05-12-032449.mat
